ID,title,paymentMethod,couponDiscount,purchaseValue,giftwrapping,throughAffiliate,shippingFees,dvd,blueray,vinyl,videogame,videogameDownload,tvEquiment,prodOthers,prodSecondHand,returnCustomer
23714,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23715,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,1
23717,Mr,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23719,Mr,Invoice,1,1,0,1,1,0,0,0,0,0,0,1,0,0
23720,Mr,Credit Card,0,4,0,0,0,0,1,0,1,0,0,0,0,0
23721,Mr,Current Account,1,3,0,0,0,1,0,0,0,0,0,0,0,0
23722,Mrs,Credit Card,1,1,1,0,1,0,0,0,0,0,0,0,0,1
23723,Mr,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,1
23724,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
23725,Mr,Cash,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23726,Mrs,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,1
23727,Mr,Invoice,0,4,0,1,0,0,0,1,0,0,0,0,0,1
23729,Mr,Cash,0,4,0,0,0,0,0,0,0,0,0,1,0,1
23730,Mr,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23731,Others,Credit Card,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23733,Company,Invoice,0,5,0,0,0,2,0,0,0,0,0,0,0,1
23734,Mrs,Credit Card,0,2,0,1,1,0,0,0,0,0,0,0,0,0
23735,Others,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,1
23736,Mrs,Cash,0,5,0,1,0,4,0,0,0,0,0,0,0,1
23737,Mrs,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,1
23738,Mr,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0
23739,Mrs,Credit Card,0,5,0,0,0,2,0,0,0,0,0,0,0,0
23741,Mr,Invoice,0,2,0,0,0,0,0,0,0,1,0,0,0,1
23742,Mr,Credit Card,1,3,0,0,0,0,1,0,0,0,0,0,0,0
23743,Others,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,1
23745,Mrs,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
23746,Mrs,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23747,Mr,Current Account,0,5,0,1,0,0,0,4,0,0,0,0,0,0
23748,Mr,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23749,Others,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,1
23750,Mrs,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23751,Mr,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23752,Mr,Invoice,0,5,0,0,0,5,0,0,0,0,0,0,0,0
23753,Mrs,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0
23754,Others,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0
23755,Mrs,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23756,Mr,Invoice,0,4,0,1,0,2,0,0,0,0,0,0,0,0
23757,Mr,Current Account,0,5,0,0,0,2,0,0,0,0,0,0,0,0
23758,Mrs,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,0
23759,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23760,Mrs,Current Account,0,3,0,1,0,0,0,0,0,0,0,0,0,0
23761,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23762,Company,Cash,0,5,0,1,0,3,0,0,0,0,0,0,0,0
23763,Mr,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,1
23764,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
23765,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23766,Mr,Invoice,0,2,0,1,1,0,2,0,0,0,0,0,0,0
23767,Mrs,Invoice,1,4,0,0,0,0,0,0,0,0,0,0,0,0
23768,Mr,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23769,Mr,Invoice,0,3,0,1,1,2,1,0,0,0,0,0,0,0
23770,Others,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,1
23771,Mrs,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
23773,Mr,Invoice,0,4,0,0,0,1,2,0,0,0,0,0,0,0
23774,Mrs,Cash,0,5,0,1,0,3,0,0,0,0,0,0,0,0
23775,Company,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,1
23776,Mr,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23777,Mrs,Invoice,1,4,0,1,0,0,3,0,0,0,0,0,0,0
23778,Others,Invoice,0,4,0,1,0,1,1,0,0,0,0,0,0,0
23779,Mr,Invoice,0,5,0,0,0,0,1,3,0,0,0,0,0,1
23780,Mrs,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23782,Mr,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,1,0
23783,Mrs,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23784,Others,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0
23785,Others,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23786,Mr,Credit Card,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23787,Mrs,Current Account,1,1,0,1,1,0,0,0,0,0,0,0,0,0
23788,Others,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23789,Others,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23790,Mr,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23791,Mr,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0
23792,Mr,Current Account,0,3,0,1,0,0,0,0,0,0,0,0,0,1
23793,Mrs,Current Account,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23794,Mr,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23795,Mr,Credit Card,1,1,0,1,0,0,0,0,0,0,0,0,0,1
23796,Others,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23797,Others,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
23798,Mrs,Cash,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23799,Others,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23800,Others,Invoice,0,4,0,1,0,3,0,0,0,0,0,0,0,0
23801,Mrs,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23802,Mr,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,0
23803,Mrs,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23804,Mr,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0
23805,Mrs,Credit Card,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23806,Mr,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23807,Mr,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23809,Mr,Invoice,1,3,0,0,0,1,0,0,0,0,0,0,0,0
23810,Company,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23811,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23812,Others,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23814,Mr,Current Account,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23816,Mrs,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23817,Mrs,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0
23818,Mr,Cash,0,4,0,0,0,0,1,0,0,0,0,0,0,0
23819,Mr,Invoice,0,4,0,1,0,0,0,3,0,0,0,0,0,0
23820,Mr,Invoice,0,2,0,0,0,0,0,0,0,1,0,0,0,0
23821,Company,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23822,Mr,Invoice,1,2,0,1,0,0,3,0,0,0,0,0,0,0
23823,Company,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23824,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
23825,Mr,Invoice,0,4,0,0,0,1,1,0,0,0,0,0,0,0
23826,Mr,Invoice,1,2,0,1,0,0,0,0,0,0,0,0,0,0
23827,Mrs,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
23828,Mrs,Invoice,0,3,0,0,1,0,2,0,0,0,0,0,0,0
23829,Mr,Cash,0,4,0,1,0,0,1,0,0,0,0,0,0,0
23830,Others,Invoice,1,4,0,1,0,0,0,0,0,0,0,0,0,0
23831,Others,Current Account,0,3,0,1,0,1,1,0,0,0,0,0,0,0
23832,Mrs,Credit Card,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23833,Mr,Invoice,0,4,0,0,0,3,1,0,0,0,0,0,0,0
23834,Mr,Cash,0,4,0,1,0,0,2,0,0,0,0,0,0,0
23836,Mrs,Credit Card,0,4,0,0,0,1,1,0,0,0,0,1,0,0
23837,Mr,Invoice,0,5,1,0,0,1,0,0,0,0,0,0,0,0
23838,Mrs,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23839,Mr,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23841,Mrs,Invoice,0,3,0,1,0,0,1,0,0,0,0,0,0,0
23842,Mr,Cash,0,5,0,1,0,2,0,1,0,0,0,0,0,0
23843,Others,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,1
23844,Mr,Invoice,0,2,0,1,1,1,1,0,0,0,0,0,0,0
23845,Mr,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0
23846,Mrs,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,1,0
23847,Mr,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
23848,Mrs,Credit Card,0,4,0,0,0,3,0,0,0,0,0,0,0,1
23849,Mr,Invoice,1,1,0,1,1,0,1,0,0,0,0,0,0,0
23850,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
23851,Mr,Current Account,0,2,0,0,1,1,0,0,0,0,0,0,1,1
23852,Mrs,Current Account,0,3,0,1,0,3,0,0,0,0,0,0,0,0
23853,Mr,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,1,0
23854,Mrs,Invoice,0,4,0,0,0,0,0,2,0,0,0,0,0,0
23855,Mr,Invoice,0,3,0,0,1,0,2,0,0,0,0,0,0,0
23858,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,1,0,1
23859,Mr,Current Account,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23860,Others,Invoice,1,1,0,1,0,1,1,0,0,0,0,0,0,0
23861,Mrs,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23862,Others,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
23863,Mr,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23864,Mrs,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23865,Mr,Invoice,0,3,0,1,0,2,1,0,0,0,0,0,0,0
23866,Company,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23868,Others,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,1
23869,Mrs,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0
23870,Mr,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23871,Mrs,Credit Card,0,3,0,0,0,0,0,0,1,0,0,0,0,0
23872,Mr,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0
23873,Others,Cash,0,4,0,0,0,3,0,0,0,0,0,0,0,0
23874,Mr,Invoice,1,5,0,0,0,1,2,0,0,0,0,0,0,0
23875,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23876,Others,Current Account,1,1,0,1,0,0,0,0,0,0,0,0,0,0
23877,Mr,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
23878,Mrs,Credit Card,0,4,0,0,0,0,1,0,0,0,0,0,0,0
23879,Company,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,1,0
23880,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,1
23881,Mr,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23882,Mrs,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0
23883,Mr,Credit Card,0,4,0,1,0,0,0,0,0,0,0,1,0,0
23884,Company,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23885,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,1
23886,Mr,Invoice,0,5,0,0,0,0,0,0,0,0,0,0,0,0
23887,Company,Invoice,0,4,0,1,0,0,0,4,0,0,0,0,0,0
23888,Mr,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23889,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23890,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23891,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
23894,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23895,Others,Cash,0,4,0,1,0,0,0,2,0,0,0,0,0,1
23896,Mrs,Current Account,0,3,0,0,0,0,1,0,0,0,0,0,0,1
23897,Mrs,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,1,0
23898,Mr,Credit Card,0,2,0,1,0,0,0,0,0,0,0,1,0,0
23899,Mr,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23900,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23901,Mr,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0
23903,Mr,Invoice,0,5,0,0,0,1,0,1,0,0,0,0,0,0
23904,Mr,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23905,Mr,Invoice,0,5,0,1,0,4,0,0,1,0,0,0,0,0
23906,Mrs,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23908,Mrs,Credit Card,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23910,Mrs,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23911,Others,Cash,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23912,Mrs,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23913,Others,Credit Card,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23914,Mr,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23915,Mrs,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23916,Others,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,1
23917,Mrs,Current Account,0,1,0,0,1,0,0,1,0,0,0,0,0,0
23918,Mr,Cash,0,5,0,1,0,5,0,0,1,0,0,0,0,1
23919,Mrs,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23920,Mrs,Invoice,0,3,0,1,0,0,1,0,0,0,0,0,0,0
23921,Mr,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,1
23922,Mrs,Credit Card,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23924,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23926,Others,Invoice,0,3,0,0,0,2,0,0,0,0,0,0,0,0
23927,Mr,Invoice,1,1,0,1,1,0,1,0,0,0,0,0,0,0
23928,Mrs,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23929,Mr,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23930,Mr,Current Account,1,3,0,0,0,0,4,0,0,0,0,0,0,0
23931,Others,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
23932,Mr,Invoice,0,5,0,0,0,3,0,0,0,0,0,0,0,1
23933,Mr,Invoice,0,3,0,0,0,1,0,3,0,0,0,0,0,0
23934,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23935,Others,Current Account,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23936,Mrs,Credit Card,1,1,0,1,0,0,0,0,0,0,0,0,0,1
23937,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23938,Mrs,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,0
23939,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23940,Mrs,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23941,Mrs,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23942,Mr,Invoice,0,3,0,1,1,1,0,0,0,0,0,1,0,0
23943,Mrs,Current Account,1,4,0,0,0,0,0,0,0,0,0,0,0,0
23944,Mrs,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
23945,Mr,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0
23946,Others,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0
23947,Others,Invoice,0,4,0,0,0,0,0,0,0,0,0,1,0,1
23949,Others,Credit Card,0,4,0,0,0,1,0,0,1,0,0,0,0,0
23951,Mrs,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
23952,Mr,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23953,Mr,Invoice,0,4,0,0,0,0,1,1,0,0,0,0,0,0
23954,Mr,Cash,0,4,0,1,0,1,1,0,0,0,0,0,0,0
23955,Mr,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23956,Company,Credit Card,0,5,0,0,0,0,0,0,0,0,0,0,0,1
23957,Mrs,Invoice,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23958,Mr,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23959,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23960,Others,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23961,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23962,Mrs,Current Account,0,5,0,0,0,3,0,0,0,0,0,0,0,0
23963,Mrs,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23964,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23965,Mrs,Invoice,0,4,0,0,0,0,0,4,0,0,0,0,0,0
23966,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23967,Others,Invoice,0,3,0,0,0,4,0,0,0,0,0,0,0,0
23969,Company,Invoice,0,5,0,0,0,0,0,0,0,0,0,0,0,1
23970,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23971,Mrs,Invoice,0,2,0,0,1,0,0,1,0,0,0,0,0,0
23972,Mr,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,0
23974,Mrs,Credit Card,0,4,0,0,0,3,0,0,0,0,0,0,0,0
23975,Others,Current Account,0,2,0,0,1,1,0,0,0,0,0,0,0,0
23976,Mr,Invoice,0,4,1,0,0,0,0,0,0,0,0,0,0,0
23977,Mrs,Current Account,0,3,0,1,0,1,0,0,0,0,0,0,0,0
23978,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23979,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
23980,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,1
23981,Mr,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
23982,Company,Current Account,0,4,1,0,0,0,0,0,0,0,0,0,0,0
23983,Others,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23984,Mr,Credit Card,0,4,0,0,0,2,0,0,0,0,0,0,0,0
23985,Mrs,Credit Card,1,3,0,0,0,1,0,0,0,0,0,0,0,0
23986,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23987,Mr,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,1
23988,Mr,Invoice,0,3,0,1,0,2,1,0,0,0,0,0,0,0
23989,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
23990,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,1,0,0
23992,Mrs,Current Account,0,4,0,1,0,0,0,4,0,0,0,0,0,0
23993,Mr,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23994,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
23995,Company,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0
23996,Mr,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0
23997,Mr,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,1
23998,Mrs,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23999,Mrs,Invoice,0,4,0,0,0,1,1,0,0,0,0,0,0,0
24001,Mrs,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24003,Mr,Invoice,0,4,0,1,0,1,0,0,0,0,0,1,0,1
24004,Mrs,Credit Card,0,3,0,1,0,1,0,0,0,0,0,0,0,0
24006,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
24007,Mrs,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
24008,Mrs,Current Account,0,2,0,1,1,0,1,0,0,0,0,0,0,0
24009,Company,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
24010,Mr,Current Account,1,4,0,1,0,4,0,0,0,0,0,0,0,0
24011,Mr,Cash,0,4,0,1,0,2,0,0,0,0,0,0,0,0
24012,Mr,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,0
24013,Mr,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
24014,Others,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
24015,Mr,Cash,0,4,0,0,0,0,0,0,1,0,0,0,0,0
24016,Mr,Invoice,0,5,0,1,0,0,0,4,0,0,0,0,0,0
24017,Company,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24019,Mr,Invoice,1,1,0,1,0,0,3,0,0,0,0,0,0,0
24020,Mr,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,1
24021,Others,Cash,0,4,0,0,0,0,2,0,0,0,0,0,0,0
24022,Mr,Invoice,0,3,0,1,0,0,2,0,0,0,0,0,0,0
24023,Company,Current Account,0,5,0,0,0,0,0,0,0,0,0,0,1,0
24024,Others,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,1
24025,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
24026,Mr,Cash,0,4,0,1,0,1,0,1,0,0,0,0,0,0
24027,Mr,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
24028,Mrs,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0
24030,Mr,Current Account,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24031,Others,Credit Card,0,4,0,0,0,0,0,0,0,0,0,0,0,1
24032,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
24033,Mrs,Invoice,0,4,0,1,0,0,3,0,0,0,0,0,0,0
24034,Others,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
24035,Mr,Invoice,0,4,0,0,0,1,1,0,0,0,0,0,0,0
24036,Mrs,Invoice,0,3,0,0,0,1,1,0,0,0,0,0,0,0
24037,Mr,Credit Card,0,5,0,0,0,0,0,4,0,0,0,0,0,0
24038,Others,Cash,0,5,0,1,0,0,0,1,0,0,0,0,0,1
24039,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,1,0,0
24040,Others,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24041,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,1,0
24042,Mr,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
24043,Mrs,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24044,Mr,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0
24045,Mrs,Cash,0,4,0,0,0,2,0,0,0,0,0,0,0,0
24046,Mr,Current Account,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24047,Mrs,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
24049,Others,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24050,Mr,Credit Card,0,4,0,0,0,0,0,1,0,0,0,0,0,1
24051,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
24052,Others,Credit Card,0,3,0,1,0,0,0,0,0,0,0,0,0,0
24054,Mrs,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0
24055,Mrs,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
24057,Mrs,Cash,0,4,0,0,0,0,0,1,0,0,0,0,0,0
24059,Others,Current Account,0,4,0,0,0,2,0,1,0,0,0,0,0,0
24060,Mr,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
24061,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
24062,Mr,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
24063,Mr,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24064,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
24065,Mr,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
24066,Mr,Credit Card,0,5,0,0,0,0,0,0,0,0,0,0,0,0
24067,Others,Current Account,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24068,Mrs,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0
24069,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
24070,Mr,Credit Card,1,1,0,0,0,0,0,0,0,1,0,0,0,0
24071,Others,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0
24073,Company,Invoice,0,5,0,1,0,0,0,0,0,0,0,0,0,0
24075,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
24076,Mr,Cash,0,5,0,1,0,0,1,0,0,0,0,0,0,0
24077,Mrs,Current Account,0,5,0,0,0,1,0,0,0,0,0,0,0,0
24078,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
24079,Others,Invoice,1,3,0,1,0,4,0,0,0,0,0,0,0,0
24080,Company,Credit Card,1,4,0,1,1,0,0,0,0,0,0,1,0,0
24081,Mr,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0
24082,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
24083,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,1
24084,Mrs,Current Account,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24085,Mr,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24086,Mrs,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,0
24088,Mrs,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24089,Mrs,Current Account,0,3,0,1,0,0,0,0,0,0,0,0,0,0
24090,Mrs,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,1
24091,Mrs,Invoice,0,3,0,1,1,0,0,0,0,0,0,0,0,0
24092,Mr,Current Account,0,5,0,0,0,1,0,4,0,0,0,0,0,0
24093,Others,Invoice,0,3,0,1,0,2,0,0,0,0,0,0,0,0
24094,Mr,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24095,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24096,Company,Invoice,0,3,0,0,1,1,0,0,0,0,0,0,0,0
24097,Others,Cash,0,4,0,0,0,2,0,0,0,0,0,0,0,1
24098,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
24099,Mrs,Current Account,0,3,0,0,0,2,0,0,0,0,0,0,0,0
24100,Others,Current Account,0,3,0,1,0,0,0,2,0,0,0,0,0,0
